"CID","MolecularFormula","MolecularWeight","ExactMass","MonoisotopicMass","IsotopeAtomCount","CovalentUnitCount","IsomericSMILES"
130908559,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC(CNC1=C(C=CC=N1)Br)(F)F"
130803014,"C10H12Cl2OS",251.17,249.9985916,249.9985916,0,1,"C1COCC1CC(C2=C(C=CS2)Cl)Cl"
130774419,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC(C(F)F)NC1=NC(=CC=C1)Br"
130735951,"C8H11ClN2OS2",250.8,250.0001330,250.0001330,0,1,"CS(=O)C1(CC1)CNC2=CSC(=N2)Cl"
130719082,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"C1=CC(=NC(=C1)Br)NCCC(F)F"
130704797,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"C1CNCC1NCC2=C(SC(=C2)Cl)Cl"
130693137,"C7H11BrN2O3",251.08,249.99530,249.99530,0,1,"C1CC(C1)(C(=O)NNC(=O)CO)Br"
130692064,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CC(C)(C1=NC(=CC(=N1)Cl)CCl)SC"
130685088,"C8H11ClN2OS2",250.8,250.0001330,250.0001330,0,1,"C1CSCC1(CNC2=CSC(=N2)Cl)O"
130683355,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CCC1=CN=C(S1)NCC2CC2(Cl)Cl"
130680336,"C7H8Cl2N4O2",251.07,250.0024309,250.0024309,0,1,"C1C(C(CO1)O)NC2=NC(=NC(=N2)Cl)Cl"
130671921,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CN(CC1=C(SC(=C1)Cl)Cl)C2CNC2"
130670981,"C8H11ClN2OS2",250.8,250.0001330,250.0001330,0,1,"C1CS(=O)CCC1NC2=NC=C(S2)Cl"
130670151,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"C1=C(C=NC=C1Br)NCCC(F)F"
130664765,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1CC1C2CC3=C(C2=O)C=CC(=C3)Br"
130646344,"C10H9ClF2OS",250.69,250.0030701,250.0030701,0,1,"C1CC(CC1C(=O)C2=C(SC=C2)Cl)(F)F"
130626577,"C10H12Cl2OS",251.17,249.9985916,249.9985916,0,1,"C1CC(OC1)(CC2=CSC(=C2)Cl)CCl"
130624703,"C12H11BrO",251.12,249.99933,249.99933,0,1,"CC1=C(C(=CC=C1)Br)C(=O)CCC#C"
130621187,"C7H8Cl2N4O2",251.07,250.0024309,250.0024309,0,1,"C1[C@H]([C@@H](CO1)O)NC2=C(N=NC(=N2)Cl)Cl"
130617383,"C8H11ClN2OS2",250.8,250.0001330,250.0001330,0,1,"C1CSCC1(CNC2=NC=C(S2)Cl)O"
130612061,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"C1=C(C=C(C(=C1F)[C@@H](CN)N)F)Br"
130609756,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CN1C=NC=C1CCCI"
130581931,"C8H8ClFN2O2S",250.68,249.9979045,249.9979045,0,1,"CS(=NC(=O)C1=C(N=CC(=C1)F)Cl)(=O)C"
130569835,"C7H8Cl2N4O2",251.07,250.0024309,250.0024309,0,1,"C1=C(N=C(N=C1Cl)Cl)NCC(C(=O)N)O"
130560000,"C7H11BrN2O3",251.08,249.99530,249.99530,0,1,"C1CN(CC1(C(=O)N)O)C(=O)CBr"
130552521,"C8H11ClN2OS2",250.8,250.0001330,250.0001330,0,1,"C1CS(=O)CCN1CC2=CSC(=N2)Cl"
130543197,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC(C1=CC(=C(C=C1Br)F)F)NN"
130539445,"C12H11BrO",251.12,249.99933,249.99933,0,1,"CC(/C=C/C1=COC2=CC=CC=C21)Br"
130538979,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CC(/C=C/C1=C(N=C(S1)N(C)C)Cl)Cl"
130534591,"C10H12Cl2OS",251.17,249.9985916,249.9985916,0,1,"C1COCC(C1Cl)CC2=C(C=CS2)Cl"
130518078,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1CC=C(C(=O)C1)C2=CC(=CC=C2)Br"
130517038,"C11H13Cl3",251.6,250.008283,250.008283,0,1,"CC(CC(C)Cl)C1=C(C=C(C=C1)Cl)Cl"
130501719,"C9H11ClO4S",250.70,250.0066577,250.0066577,0,1,"CC1=C(C=C(C=C1S(=O)(=O)Cl)OC)OC"
130490707,"C7H10N2O2S3",250.4,249.99044109,249.99044109,0,1,"CS(=O)(=O)N1CCC2=C(C1)SC(=S)N2"
130486033,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC(C(F)F)NC1=CC(=CN=C1)Br"
130484847,"C10H9ClF2OS",250.69,250.0030701,250.0030701,0,1,"C1CC(CC1C(=O)C2=CC=C(S2)Cl)(F)F"
130483477,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CCC1=NC=C(C(=N1)C(F)F)CBr"
130480739,"C11H13Cl3",251.6,250.008283,250.008283,0,1,"CCC(C)C(C1=C(C(=CC=C1)Cl)Cl)Cl"
130480195,"C11H13Cl3",251.6,250.008283,250.008283,0,1,"CC(C)C(CC1=C(C(=CC=C1)Cl)Cl)Cl"
130480116,"C11H13Cl3",251.6,250.008283,250.008283,0,1,"CC(C)C(CC1=C(C=CC(=C1)Cl)Cl)Cl"
130480088,"C11H13Cl3",251.6,250.008283,250.008283,0,1,"CC(C)C(CC1=C(C=C(C=C1)Cl)Cl)Cl"
130431662,"C7H10N2O4S2",250.3,250.00819915,250.00819915,0,2,"C1=C(C(=O)NC1=O)S.C([C@@H](C(=O)O)N)S"
130431661,"C7H10N2O4S2",250.3,250.00819915,250.00819915,0,2,"C1=C(C(=O)NC1=O)S.C(C(C(=O)O)N)S"
130420827,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC(C)(C)C1=CN(N=C1)I"
130387507,"C9H11ClO4S",250.70,250.0066577,250.0066577,0,1,"C/C(=C\C(=C/C=C)\C(=O)OC)/S(=O)(=O)Cl"
130335433,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1=CC=C2C=C(C=CC2=C1)COCBr"
130314513,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC(C)/C(=C/N=CI)/C=N"
130314498,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC(C)C(=N/C=C\I)C=N"
130257478,"C8H6N6S2",250.3,250.00953656,250.00953656,0,1,"CN1C(=NN=N1)SC2=NC=NC3=CSC=C32"
130235817,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC(C)(C1=CN(N=C1)C)I"
130224266,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC1=CN(N=C1)[C@@H](C)CI"
130223708,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC1=CN(N=C1)CC(C)I"
130219671,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC(C)(C)C1=CN=C(N1)I"
130205827,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"CC1=NN(C2=C1C=CS2)C3=NC(=NC=C3)Cl"
130205616,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"CC1=NN(C2=C1SC=C2)C3=NC(=NC=C3)Cl"
130204516,"C10H12Cl2OS",251.17,249.9985916,249.9985916,0,1,"CC(CS)OCC1=C(C=CC=C1Cl)Cl"
130179436,"C13H8ClFS",250.72,250.0019273,250.0019273,0,1,"C1=CC=C(C(=C1)C2=C(C=C(C=C2)C=S)Cl)F"
130136089,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CC(=NC=C1Br)C(CN)(F)F"
130106361,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CC(=NC(=C1N)C(F)F)CBr"
130106360,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CC(=C(N=C1CBr)C(F)F)N"
130106358,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=CN=C1CBr)N)C(F)F"
130106356,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=NC=C1N)CBr)C(F)F"
130106355,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=CN=C1C(F)F)CBr)N"
130106354,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=CC(=N1)C(F)F)N)CBr"
130106352,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=NC=C(C(=C1CBr)N)C(F)F"
130106351,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CC(=C(C(=N1)C(F)F)CBr)N"
130106350,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CN=C(C(=C1N)CBr)C(F)F"
130106349,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C=C(N=C1C(F)F)CBr)N"
130106348,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(N=C(C=C1N)C(F)F)CBr"
130106347,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=NC(=CC(=C1C(F)F)N)CBr"
130106346,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=CN=C1CBr)C(F)F)N"
130106344,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CN=C(C(=C1N)C(F)F)CBr"
130106343,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=NC=C1N)C(F)F)CBr"
130106342,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C=C(C(=N1)C(F)F)CBr)N"
130106341,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=NC=C(C(=C1CBr)C(F)F)N"
130106340,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=NC=C(C(=C1N)C(F)F)CBr"
130106339,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=NC(=C(C=C1CBr)N)C(F)F"
130106338,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=NC=C1CBr)C(F)F)N"
130106337,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=CN=C1C(F)F)N)CBr"
130106336,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=CC(=N1)C(F)F)CBr)N"
130106335,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=NC=C(C(=C1C(F)F)CBr)N"
130106334,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=NC=C(C(=C1N)CBr)C(F)F"
130106333,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CC(=C(C(=N1)C(F)F)N)CBr"
130106332,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CN=C(C(=C1CBr)N)C(F)F"
130106331,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CC(=C(N=C1C(F)F)CBr)N"
130106329,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=NC(=C(C=C1C(F)F)N)CBr"
130106328,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=NC=C1C(F)F)CBr)N"
130106327,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CC(=C(C(=N1)CBr)N)C(F)F"
130106325,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CC(=NC(=C1C(F)F)CBr)N"
130106324,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(N=C(C=C1C(F)F)N)CBr"
130106323,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C=C(N=C1N)CBr)C(F)F"
130106322,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CC(=NC(=C1CBr)C(F)F)N"
130106321,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=CC(=N1)N)C(F)F)CBr"
130106320,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(N=C(C=C1CBr)N)C(F)F"
130106319,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=CC(=N1)N)CBr)C(F)F"
130106318,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=CN=C1N)C(F)F)CBr"
130106317,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CN=C(C(=C1CBr)C(F)F)N"
130106316,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CC(=NC(=C1CBr)N)C(F)F"
130106315,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CN=C(C(=C1C(F)F)CBr)N"
130069172,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CC(=NC(=C1CN)C(F)F)Br"
130069170,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=CC(=N1)Br)C(F)F)CN"
130069169,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=CN=C1Br)CN)C(F)F"
130069168,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=NC(=C(C=C1CN)C(F)F)Br"
130069167,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=NC=C1CN)Br)C(F)F"
130069165,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(N=C(C=C1CN)Br)C(F)F"
130069164,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(N=C(C=C1CN)C(F)F)Br"
130069163,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=CC(=N1)Br)CN)C(F)F"
130069162,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=CN=C1Br)C(F)F)CN"
130069161,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=NC=C1CN)C(F)F)Br"
130069160,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=NC(=C(C=C1CN)Br)C(F)F"
130069158,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=NC=C(C(=C1CN)C(F)F)Br"
130069157,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C=C(C(=N1)C(F)F)CN)Br"
130069156,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=NC=C1Br)C(F)F)CN"
130069155,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=CN=C1C(F)F)CN)Br"
130069154,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=CC(=N1)C(F)F)Br)CN"
130069153,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=NC=C(C(=C1C(F)F)Br)CN"
130069152,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=NC=C(C(=C1CN)Br)C(F)F"
130069151,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CC(=C(C(=N1)C(F)F)CN)Br"
130069150,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CN=C(C(=C1Br)CN)C(F)F"
130069149,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CC(=C(N=C1C(F)F)Br)CN"
130069148,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CC(=NC(=C1CN)Br)C(F)F"
130069147,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C=C(C(=N1)Br)CN)C(F)F"
130069146,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C(=NC=C1C(F)F)Br)CN"
130069145,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CC(=C(C(=N1)Br)CN)C(F)F"
130069144,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CN=C(C(=C1C(F)F)CN)Br"
130069142,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C=C(N=C1Br)CN)C(F)F"
130069141,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=CC(=NC(=C1Br)C(F)F)CN"
130069140,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=NC(=CC(=C1Br)C(F)F)CN"
130069139,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=C(C=C(N=C1C(F)F)CN)Br"
130069138,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"CC1=NC(=CC(=C1C(F)F)Br)CN"
130062582,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"C1=CC(=C(C(=C1F)C(CN)N)F)Br"
130043396,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"C1=CC(=C(C(=C1C(CN)N)Br)F)F"
129980354,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1CC2(C1)C(=O)CC3=C2C=CC=C3Br"
129980353,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1CC2(C1)C(=O)CC3=C2C=CC(=C3)Br"
129980352,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1CC2(C1)C(=O)CC3=C2C=C(C=C3)Br"
129961556,"C12H11BrO",251.12,249.99933,249.99933,0,1,"COC1=CC=CC2=C1C=C(C=C2)CBr"
129961555,"C12H11BrO",251.12,249.99933,249.99933,0,1,"COC1=CC=CC2=C1C=CC(=C2)CBr"
129961554,"C12H11BrO",251.12,249.99933,249.99933,0,1,"COC1=CC=CC2=C1C(=CC=C2)CBr"
129961553,"C12H11BrO",251.12,249.99933,249.99933,0,1,"COC1=CC=CC2=C(C=CC=C21)CBr"
129946199,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"C1=C(C(=CC(=C1F)F)Br)C(CN)N"
129945333,"C8H9BrF2N2",251.07,249.99172,249.99172,0,1,"C1=C(C=C(C(=C1F)C(CN)N)F)Br"
129943018,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CCC(C1=CC(=CN1)I)N"
129941096,"C10H6ClF3O2",250.60,250.0008416,250.0008416,0,1,"C1COC2=CC(=C(C=C2C1=O)C(F)(F)F)Cl"
129910353,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC(C1=CC(=CN1)I)NC"
129902555,"C10H6N2O4S",250.23,250.00482785,250.00482785,0,1,"C1=CC(=CC=C1/C=C/C2=NSC(=O)O2)[N+](=O)[O-]"
129898831,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"CC1=C(C=CC(=C1)C2=NN3C=NN=C3S2)Cl"
129891017,"C9H5F3O3S",250.20,249.99114968,249.99114968,0,1,"C1=CSC(=C1)C(=O)CC(=O)C(=O)C(F)(F)F"
129888271,"C8H2F8",250.09,250.00287536,250.00287536,0,1,"C(C(C1=C(C(=C(C(=C1F)F)F)F)F)(F)F)F"
129886910,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"C1=CC=C2C(=C1)C3=C(S2)C(=NN=C3NN)Cl"
129880599,"C6H11LiO6Zn",251.5,250.000708,250.000708,0,5,"[Li+].CC(=O)O.CC(=O)O.CC(=O)[O-].[Zn]"
129880271,"C8H5ClF6",250.57,249.9983968,249.9983968,0,1,"C1=CC(C=C1)C(C(F)(F)F)(C(F)(F)F)Cl"
129879053,"C9H10O3Si3",250.43,249.99377378,249.99377378,0,1,"CC=C[Si]1(O[Si]O[Si]O1)C2=CC=CC=C2"
129878470,"C6H12Cl2O6",251.06,250.0010935,250.0010935,0,1,"[C@H]([C@@H]([C@@H](C(O)Cl)O)O)([C@@H](C(O)Cl)O)O"
129876162,"C12H8Cl2N2",251.11,250.0064537,250.0064537,0,1,"C1C=CC2=C(N1Cl)C3=C(C=CN=C3C=C2)Cl"
129868062,"C3H2N6O8",250.08,249.99341104,249.99341104,0,1,"C1=NC(C(N1)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]"
129850017,"H13Na2O10P",250.05,250.00417217,250.00417217,0,9,"O.O.O.O.O.O.OP(=O)([O-])[O-].[Na+].[Na+]"
129845942,"C12H8FeN3-",250.06,250.006758,250.006758,0,2,"C1=CC2=C(C3=C(C=C2)C=[C-]C(=N3)N)N=C1.[Fe]"
129822620,"C12H11BrO",251.12,249.99933,249.99933,0,1,"CC1=CC(=C(O1)C)C2=CC=C(C=C2)Br"
129819136,"C10H12Cl2OS",251.17,249.9985916,249.9985916,0,1,"CC(C)C1=C(C2(C(S2)(C=C1)CCl)Cl)O"
129815442,"C8H15ClGeNO",249.29,250.0053946,250.0053946,0,1,"C[Ge](C)C(N1CCCCC1=O)Cl"
129810768,"C11H13Cl3",251.6,250.008283,250.008283,0,1,"CCCC1=C(C(=C(C(=C1Cl)C)Cl)Cl)C"
129808790,"C6H9F3O3S2",250.3,249.99452098,249.99452098,0,1,"CCCCOC(=S)C(F)(F)S(=O)(=O)F"
129803824,"C6H9F3O3S2",250.3,249.99452098,249.99452098,0,1,"CCCCSC(=O)C(F)(F)S(=O)(=O)F"
129801261,"C11H10N2Se",249.18,250.00092,250.00092,0,1,"C=CC[Se]C1=NC2=C(C=CC=N2)C=C1"
129788073,"C10H6N2O4S",250.23,250.00482785,250.00482785,0,1,"C1=CC=C(C(=C1)C2=NSN=C2C(=O)O)C(=O)O"
129787885,"C10H6N2O4S",250.23,250.00482785,250.00482785,0,1,"C1=CC=C2C(=C1)C=C(C3=NON=C23)S(=O)(=O)O"
129786766,"C4H4N5O8+",250.10,250.00598710,250.00598710,0,1,"C1=[N+](NOC1=O)CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]"
129780871,"C6H10N4OS3",250.4,250.00167448,250.00167448,0,1,"C1=CSC(N1S(=O)N2C=CSC2N)N"
129768058,"C9H12ClO2PS",250.68,249.9984155,249.9984155,0,1,"CCOP(=S)(CCl)OC1=CC=CC=C1"
129767773,"C12H10S3",250.4,249.99446384,249.99446384,0,1,"C1C=C(C=CC1=S)SC2=CCC(=S)C=C2"
129764177,"C7H10N2O4S2",250.3,250.00819915,250.00819915,0,1,"CSC(=O)NC(=O)CC(=O)C(=O)NSC"
129760313,"C7H13Cl3O3",251.5,249.993027,249.993027,0,1,"COC(CCl)C(C(OC)OC)(Cl)Cl"
129754268,"C9H5F3O5",250.13,250.00890774,250.00890774,0,1,"C1=CC(=C(C=C1O)O)C(=O)OC(=O)C(F)(F)F"
129717918,"C8H11O5PS",250.21,250.00648162,250.00648162,0,1,"CCOS(=O)P(=O)(O)OC1=CC=CC=C1"
129717640,"C12H7ClO4",250.63,250.0032864,250.0032864,0,1,"C1=CC=C2C(=C1)OC3=CC(=C(C(=C3O2)O)O)Cl"
129710853,"H12Na2O10S",250.14,249.99465631,249.99465631,0,9,"O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Na+].[Na+]"
129693109,"C11H9CuNO2",250.74,249.992926,249.992926,0,2,"C1=CC=C2C(=C1)C=CC(=N2)CC(=O)O.[Cu]"
129688996,"C7H10N2O4S2",250.3,250.00819915,250.00819915,0,1,"CCCOS(=O)(=S)N1C(=O)C=CNC1=O"
129677565,"C4H12KNaO8",250.22,250.00669310,250.00669310,0,7,"C(CC(=O)[O-])C(=O)[O-].O.O.O.O.[Na+].[K+]"
129674844,"C4H12O8P2",250.08,250.00074133,250.00074133,0,1,"CCCC(OP(=O)(O)O)OP(=O)(O)O"
129670246,"C9H12Cl2N2S",251.18,250.0098250,250.0098250,0,1,"CNC(=S(Cl)Cl)N(C)C1=CC=CC=C1"
129662664,"C3H9N6Sb",250.90,249.99268,249.99268,0,1,"C[Sb](C)(C)(N=[N+]=[N-])N=[N+]=[N-]"
129655563,"C12H11PS2",250.3,250.00397970,250.00397970,0,1,"C1C(CP=C1C2=CC=CS2)C3=CC=CS3"
129655030,"C6H12Cl2O6",251.06,250.0010935,250.0010935,0,1,"C([C@@H]([C@H]([C@@H]([C@H](C(O)(Cl)Cl)O)O)O)O)O"
129649503,"C12H10S3",250.4,249.99446384,249.99446384,0,1,"C1C=CSC1C2=C(C=CS2)C3=CC=CS3"
129647472,"C11H7ClN2OS",250.70,249.9967617,249.9967617,0,1,"C1=CC=C(C=C1)C(=O)SC2=NN=C(C=C2)Cl"
129637859,"C7H8Cl2N4O2",251.07,250.0024309,250.0024309,0,1,"CON1C(N(C2=NC(=NC=C21)Cl)OC)Cl"
129630981,"C8H10O5S2",250.3,249.99696576,249.99696576,0,1,"CC1=C(C=C(C=C1)S(=O)(=O)O)S(=O)(=O)C"
129629250,"C6H7N2O7P",250.10,249.99908756,249.99908756,0,1,"C1=CN(C=N1)C2(C3(C(OP(=O)(O3)O2)O)O)O"
129460952,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1[C@H]([C@@H]1Br)C(=O)/C=C\C2=CC=CC=C2"
129411846,"C12H8Cl2N2",251.11,250.0064537,250.0064537,0,1,"C1=CN=CC(=C1Cl)/C=C/C2=C(C=CN=C2)Cl"
129411638,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC[C@H](C)N1C=NC=C1I"
129411637,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC[C@@H](C)N1C=NC=C1I"
129410467,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1C[C@H]2C[C@H]1C3=C2C=C(C(=C3)C=O)Br"
129385186,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C#CC[C@H](/C(=C/C1=CC=CC=C1)/Br)O"
129385185,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C#CC[C@@H](/C(=C/C1=CC=CC=C1)/Br)O"
129373415,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1[C@H]([C@H]1Br)C(=O)/C=C\C2=CC=CC=C2"
129321297,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1=CC=C(C=C1)C#CC(=O)CCCBr"
129310431,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC1=NC=C(N1)C(C)(C)I"
129285316,"C10H7ClN4S",250.71,250.0079951,250.0079951,0,1,"C1=CC(=CC=C1C2=NC(=CS2)CN=[N+]=[N-])Cl"
129283695,"C10H6N2O4S",250.23,250.00482785,250.00482785,0,1,"C1=CC(=CC=C1C(=O)OC2=CSC=N2)[N+](=O)[O-]"
129226276,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC1=CC(=NN1CCI)C"
129225931,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC(C)(C)N1C=C(N=C1)I"
129215429,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC(C)C1=CC=C(N1N)I"
129191768,"C7H11IN2",250.08,249.99670,249.99670,0,1,"C/C=C(\N=C/C(=C\N)/C)/I"
129185167,"C4H12O8P2",250.08,250.00074133,250.00074133,0,1,"CCOP(=O)(O)OCCOP(=O)(O)O"
129144695,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC(C)(C1=CN(C=N1)C)I"
129132491,"C7H11IN2",250.08,249.99670,249.99670,0,1,"CC(C)(C1=CC=NN1C)I"
129125798,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1=CC=CC=C(C=CC=C1)C(=O)CBr"
129109714,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C=CC(=C)C1=C(C=C(C=C1)Br)C(=C)O"
129109602,"C12H11BrO",251.12,249.99933,249.99933,0,1,"C1CC2=C(C=C1)C3=C(O2)CCC(=C3)Br"
129099672,"C12H11BrO",251.12,249.99933,249.99933,0,1,"COCC1=C(C=CC2=CC=CC=C21)Br"
129099619,"C12H11BrO",251.12,249.99933,249.99933,0,1,"COCC1=CC2=CC=CC=C2C=C1Br"
129099617,"C12H11BrO",251.12,249.99933,249.99933,0,1,"CC1(C=C2C=CC=CC2=CC1Br)C=O"
